date,number3,number4
2021-11-23,549,8842
2021-11-24,448,5427
2021-11-25,357,4223
2021-11-26,931,3044
2021-11-29,935,8624
2021-11-30,840,4594
2021-12-01,126,4643
2021-12-02,398,7269
2021-12-03,856,1888
2021-12-06,075,6770
2021-12-07,871,8951
2021-12-08,570,8438
2021-12-09,398,5741
2021-12-10,540,9636
2021-12-13,418,2381
2021-12-14,702,1250
2021-12-15,728,7246
2021-12-16,074,6572
2021-12-17,050,9613
2021-12-20,245,1743
2021-12-21,858,3582
2021-12-22,365,7399
2021-12-23,486,8544
2021-12-24,069,0807
2021-12-27,692,9715
2021-12-28,553,4205
2021-12-29,737,4559
2021-12-30,131,4709
2022-01-04,394,0709
2022-01-05,917,8176
2022-01-06,201,8638
2022-01-07,698,7731
2022-01-10,758,6768
2022-01-11,906,5711
2022-01-12,372,1627
2022-01-13,387,4892
2022-01-14,946,0903
2022-01-17,529,2881
2022-01-18,118,4199
2022-01-19,330,5635
2022-01-20,739,9024
2022-01-21,597,0855
2022-01-24,207,0383
2022-01-25,607,4363
2022-01-26,988,5046
2022-01-27,995,3429
2022-01-28,355,2162
2022-01-31,125,3052
2022-02-01,372,5602
2022-02-02,160,3383
2022-02-03,839,0007
2022-02-04,094,5872
2022-02-07,138,9432
2022-02-08,355,8377
2022-02-09,008,8255
2022-02-10,577,8577
2022-02-11,888,1292
2022-02-14,973,3418
2022-02-15,280,9510
2022-02-16,494,2334
2022-02-17,719,5685
2022-02-18,098,5922
2022-02-21,991,0010
2022-02-22,481,8108
2022-02-23,520,5632
2022-02-24,811,3289
2022-02-25,951,1554
2022-02-28,358,4803
2022-03-01,463,5279
2022-03-02,735,3365
2022-03-03,907,1990
2022-03-04,432,3591
2022-03-07,493,8432
2022-03-08,348,8726
2022-03-09,516,5692
2022-03-10,920,6992
2022-03-11,790,6774
2022-03-14,552,1763
2022-03-15,805,3913
2022-03-16,567,7733
2022-03-17,798,1346
2022-03-18,529,4844
2022-03-21,133,4218
2022-03-22,428,8984
2022-03-23,028,8432
2022-03-24,959,1378
2022-03-25,928,1188
2022-03-28,943,7738
2022-03-29,515,4909
2022-03-30,522,0036
2022-03-31,733,0389
2022-04-01,194,7136
2022-04-04,060,7000
2022-04-05,106,8986
2022-04-06,922,9094
2022-04-07,622,1858
2022-04-08,683,0896
2022-04-11,391,7495
2022-04-12,338,0479
2022-04-13,882,3221
2022-04-14,859,7844
2022-04-15,451,1026
2022-04-18,950,2025
2022-04-19,124,6481
2022-04-20,162,8635
2022-04-21,040,9970
2022-04-22,193,7005
2022-04-25,696,0966
2022-04-26,939,6230
2022-04-27,183,6399
2022-04-28,621,1629
2022-04-29,226,9545
2022-05-02,468,0139
2022-05-03,985,7113
2022-05-04,394,5222
2022-05-05,655,8977
2022-05-06,529,7127
2022-05-09,283,4086
2022-05-10,408,9533
2022-05-11,713,2804
2022-05-12,264,3661
2022-05-13,612,6348
2022-05-16,981,2304
2022-05-17,150,1960
2022-05-18,007,9015
2022-05-19,603,3272
2022-05-20,941,2334
2022-05-23,319,6801
2022-05-24,123,7574
2022-05-25,940,6575
2022-05-26,544,5128
2022-05-27,431,5393
2022-05-30,250,1590
2022-05-31,790,4058
2022-06-01,030,6357
2022-06-02,044,1312
2022-06-03,677,9919
2022-06-06,739,3197
2022-06-07,936,1198
2022-06-08,640,4185
2022-06-09,415,7363
2022-06-10,274,5808
2022-06-13,272,9366
2022-06-14,753,6840
2022-06-15,492,7968
2022-06-16,597,5302
2022-06-17,087,6092
2022-06-20,112,1099
2022-06-21,445,3256
2022-06-22,377,7523
2022-06-23,844,2057
2022-06-24,959,0433
2022-06-27,953,7335
2022-06-28,098,9210
2022-06-29,483,2350
2022-06-30,134,4841
2022-07-01,089,9771
2022-07-04,671,1921
2022-07-05,640,0440
2022-07-06,771,7677
2022-07-07,628,8336
2022-07-08,641,8209
2022-07-11,606,6903
2022-07-12,043,3726
2022-07-13,689,0679
2022-07-14,949,0791
2022-07-15,359,1656
2022-07-18,994,8136
2022-07-19,459,7140
2022-07-20,941,3078
2022-07-21,217,6990
2022-07-22,414,4306
2022-07-25,370,1540
2022-07-26,208,9062
2022-07-27,047,8645
2022-07-28,691,4398
2022-07-29,705,5125
2022-08-01,827,6787
2022-08-02,890,6791
2022-08-03,818,7453
2022-08-04,475,2057
2022-08-05,509,6771
2022-08-08,546,8394
2022-08-09,498,1932
2022-08-10,257,2490
2022-08-11,802,9779
2022-08-12,731,9750
2022-08-15,033,6554
2022-08-16,624,6802
2022-08-17,287,7148
2022-08-18,302,1278
2022-08-19,462,4238
2022-08-22,849,0591
2022-08-23,048,6743
2022-08-24,877,2673
2022-08-25,252,5460
2022-08-26,514,8841
2022-08-29,988,4284
2022-08-30,879,4674
2022-08-31,685,6933
2022-09-01,353,4074
2022-09-02,347,8530
2022-09-05,591,7105
2022-09-06,114,4798
2022-09-07,892,0306
2022-09-08,020,3703
2022-09-09,566,8149
2022-09-12,411,6679
2022-09-13,170,8222
2022-09-14,318,1777
2022-09-15,988,2808
2022-09-16,979,5200
2022-09-19,445,7306
2022-09-20,232,8103
2022-09-21,281,6872
2022-09-22,595,8399
2022-09-23,278,0758
2022-09-26,222,2299
2022-09-27,443,6959
2022-09-28,727,6473
2022-09-29,274,9861
2022-09-30,125,2017
2022-10-03,394,2608
2022-10-04,009,0980
2022-10-05,146,9843
2022-10-06,432,8540
2022-10-07,031,1020
2022-10-10,139,0918
2022-10-11,601,1313
2022-10-12,630,7601
2022-10-13,280,0434
2022-10-14,595,2754
2022-10-17,763,3745
2022-10-18,809,5845
2022-10-19,002,5513
2022-10-20,804,2675
2022-10-21,570,3540
2022-10-24,030,6058
2022-10-25,046,8712
2022-10-26,605,1082
2022-10-27,850,6152
2022-10-28,849,9937
2022-10-31,986,6102
2022-11-01,281,3563
2022-11-02,746,2016
2022-11-03,065,2566
2022-11-04,763,0776
2022-11-07,089,4992
2022-11-08,800,9055
2022-11-09,054,3018
2022-11-10,394,3790
2022-11-11,754,7535
2022-11-14,659,4940
2022-11-15,641,2782
2022-11-16,824,9285
2022-11-17,930,0556
2022-11-18,947,4549
2022-11-21,590,4431
2022-11-22,348,4967
2022-11-23,533,3862
2022-11-24,438,6349
2022-11-25,424,2818
2022-11-28,754,8297
2022-11-29,386,3207
2022-11-30,589,0017
2022-12-01,978,0473
2022-12-02,447,5756
2022-12-05,468,8455
2022-12-06,658,5542
2022-12-07,745,5763
2022-12-08,671,7353
2022-12-09,742,5486
2022-12-12,636,5641
2022-12-13,638,1500
2022-12-14,799,5369
2022-12-15,613,3692
2022-12-16,559,9428
2022-12-19,460,9184
2022-12-20,229,9853
2022-12-21,947,3522
2022-12-22,035,7879
2022-12-23,329,6694
2022-12-26,857,3898
2022-12-27,929,2131
2022-12-28,958,5953
2022-12-29,194,0335
2022-12-30,953,2572
2023-01-04,091,5409
2023-01-05,433,3592
2023-01-06,185,2652
2023-01-09,661,0395
2023-01-10,203,4608
2023-01-11,895,1751
2023-01-12,055,9702
2023-01-13,118,6233
2023-01-16,169,5925
2023-01-17,625,0525
2023-01-18,963,4462
2023-01-19,611,3013
2023-01-20,630,2203
2023-01-23,606,1349
2023-01-24,167,8428
2023-01-25,252,5224
2023-01-26,637,7248
2023-01-27,310,5238
2023-01-30,108,9034
2023-01-31,482,0457
2023-02-01,226,1781
2023-02-02,596,1766
2023-02-03,566,0534
2023-02-06,514,4509
2023-02-07,168,2697
2023-02-08,716,0990
2023-02-09,310,4810
2023-02-10,470,9414
2023-02-13,309,2577
2023-02-14,727,1137
2023-02-15,268,3489
2023-02-16,657,9168
2023-02-17,986,8414
2023-02-20,800,9127
2023-02-21,520,0018
2023-02-22,460,7517
2023-02-23,909,1156
2023-02-24,432,3307
2023-02-27,424,3107
2023-02-28,715,7188
2023-03-01,989,4985
2023-03-02,474,8568
2023-03-03,609,2006
2023-03-06,145,9748
2023-03-07,276,8386
2023-03-08,175,3482
2023-03-09,092,2140
2023-03-10,429,8682
2023-03-13,674,3588
2023-03-14,144,7497
2023-03-15,134,7052
2023-03-16,232,6366
2023-03-17,161,2046
2023-03-20,675,8344
2023-03-21,337,4163
2023-03-22,928,0932
2023-03-23,325,4439
2023-03-24,484,4243
2023-03-27,321,1614
2023-03-28,137,9526
2023-03-29,320,2389
2023-03-30,839,3025
2023-03-31,694,9631
2023-04-03,009,7815
2023-04-04,911,8705
2023-04-05,644,7211
2023-04-06,258,0317
2023-04-07,278,1962
2023-04-10,847,4855
2023-04-11,600,2617
2023-04-12,890,6651
2023-04-13,101,3959
2023-04-14,543,9788
2023-04-17,072,8297
2023-04-18,188,3466
2023-04-19,733,6655
2023-04-20,423,0120
2023-04-21,962,2371
2023-04-24,178,1679
2023-04-25,273,6602
2023-04-26,799,2613
2023-04-27,958,2784
2023-04-28,953,6083
2023-05-01,237,2806
2023-05-02,372,3159
2023-05-03,828,5658
2023-05-04,019,3084
2023-05-05,788,2558
2023-05-08,734,2954
2023-05-09,675,8977
2023-05-10,746,3712
2023-05-11,218,0048
2023-05-12,140,2494
2023-05-15,055,7211
2023-05-16,464,5158
2023-05-17,620,6987
2023-05-18,350,9262
2023-05-19,138,8990
2023-05-22,292,7143
2023-05-23,931,9826
2023-05-24,584,4645
2023-05-25,908,9918
2023-05-26,277,1742
2023-05-29,022,0247
2023-05-30,041,7906
2023-05-31,047,1246
2023-06-01,608,7494
2023-06-02,322,1880
2023-06-05,753,8034
2023-06-06,076,1308
2023-06-07,995,6843
2023-06-08,232,0503
2023-06-09,583,2776
2023-06-12,088,1360
2023-06-13,370,7421
2023-06-14,809,9894
2023-06-15,469,6776
2023-06-16,377,2362
2023-06-19,893,0299
2023-06-20,499,8127
2023-06-21,941,1170
2023-06-22,357,4952
2023-06-23,781,7452
2023-06-26,600,4586
2023-06-27,305,5103
2023-06-28,342,1899
2023-06-29,795,9098
2023-06-30,455,2774
2023-07-03,430,8164
2023-07-04,921,3899
2023-07-05,574,8446
2023-07-06,893,8092
2023-07-07,637,2903
2023-07-10,888,2799
2023-07-11,688,8766
2023-07-12,339,0179
2023-07-13,112,4647
2023-07-14,642,2175
2023-07-17,974,9760
2023-07-18,097,5241
2023-07-19,857,3416
2023-07-20,430,2247
2023-07-21,831,9334
2023-07-24,785,1121
2023-07-25,023,9793
2023-07-26,199,5867
2023-07-27,243,2882
2023-07-28,558,8071
2023-07-31,353,8549
2023-08-01,684,7169
2023-08-02,507,3090
2023-08-03,427,3805
2023-08-04,485,0369
2023-08-07,555,5294
2023-08-08,422,9566
2023-08-09,840,5069
2023-08-10,692,3793
2023-08-11,485,1226
2023-08-14,622,5897
2023-08-15,747,5677
2023-08-16,748,5054
2023-08-17,068,1697
2023-08-18,035,7425
2023-08-21,846,5517
2023-08-22,935,4537
2023-08-23,326,3295
2023-08-24,758,7780
2023-08-25,901,8597
2023-08-28,075,0855
2023-08-29,672,1308
2023-08-30,216,8393
2023-08-31,052,4044
2023-09-01,781,5286
2023-09-04,940,1434
2023-09-05,007,1115
2023-09-06,117,2988
2023-09-07,164,9398
2023-09-08,928,6470
2023-09-11,286,1134
2023-09-12,917,1108
2023-09-13,751,6372
2023-09-14,580,0402
2023-09-15,579,7219
2023-09-18,577,8587
2023-09-19,484,3914
2023-09-20,669,0003
2023-09-21,876,3400
2023-09-22,017,7384
2023-09-25,951,5563
2023-09-26,251,2668
2023-09-27,305,5367
2023-09-28,184,5662
2023-09-29,103,8286
2023-10-02,951,6183
2023-10-03,220,5384
2023-10-04,484,2959
2023-10-05,068,8461
2023-10-06,235,8305
2023-10-09,209,6283
2023-10-10,414,5048
2023-10-11,590,6301
2023-10-12,550,2277
2023-10-13,549,5997
2023-10-16,149,9304
2023-10-17,844,7379
2023-10-18,373,1598
2023-10-19,985,2762
2023-10-20,712,3302
2023-10-23,110,8282
2023-10-24,509,3461
2023-10-25,880,7059
2023-10-26,878,1954
2023-10-27,374,1763
2023-10-30,400,1487
2023-10-31,645,0945
2023-11-01,208,0469
2023-11-02,840,3388
2023-11-03,006,5764
2023-11-06,282,3933
2023-11-07,595,3861
2023-11-08,114,1559
2023-11-09,866,0231
2023-11-10,060,7197
2023-11-13,566,6154
2023-11-14,208,7277
2023-11-15,802,6562
2023-11-16,105,3989
2023-11-17,158,2111
2023-11-20,502,8867
2023-11-21,109,2930
2023-11-22,584,6977
2023-11-23,443,1239
2023-11-24,470,9198
2023-11-27,770,0271
2023-11-28,041,4077
2023-11-29,949,2317
2023-11-30,060,1184
2023-12-01,082,5892
2023-12-04,511,7648
2023-12-05,557,1304
2023-12-06,204,5235
2023-12-07,384,6529
2023-12-08,183,5751
2023-12-11,558,3872
2023-12-12,544,0959
2023-12-13,104,2487
2023-12-14,169,1228
2023-12-15,230,8284
2023-12-18,532,9116
2023-12-19,118,8696
2023-12-20,153,6147
2023-12-21,304,2870
2023-12-22,850,2986
2023-12-25,049,9134
2023-12-26,906,2473
2023-12-27,451,0942
2023-12-28,090,8104
2023-12-29,429,0377
2024-01-04,013,7405
2024-01-05,491,5170
2024-01-08,565,4587
2024-01-09,389,1610
2024-01-10,460,7124
2024-01-11,341,9214
2024-01-12,919,0944
2024-01-15,833,0080
2024-01-16,780,8895
2024-01-17,320,2293
2024-01-18,604,2864
2024-01-19,091,8095
2024-01-22,385,2651
2024-01-23,715,8913
2024-01-24,725,2199
2024-01-25,796,3648
2024-01-26,101,4108
2024-01-29,419,9353
2024-01-30,802,2137
2024-01-31,723,6806
2024-02-01,310,9358
2024-02-02,546,4692
2024-02-05,458,6724
2024-02-06,945,3003
2024-02-07,791,9372
2024-02-08,948,0006
2024-02-09,706,5389
2024-02-12,916,0045
2024-02-13,055,0710
2024-02-14,692,7229
2024-02-15,963,7029
2024-02-16,394,4208
2024-02-19,920,7390
2024-02-20,541,0042
2024-02-21,105,2361
2024-02-22,633,7519
2024-02-23,834,5651
2024-02-26,834,6864
2024-02-27,358,5868
2024-02-28,983,0825
2024-02-29,414,9550
2024-03-01,367,3560
2024-03-04,017,4511
2024-03-05,566,9892
2024-03-06,395,9482
2024-03-07,956,6822
2024-03-08,810,8763
2024-03-11,366,7468
2024-03-12,494,9146
2024-03-13,388,0017
2024-03-14,833,6599
2024-03-15,957,3988
2024-03-18,378,5004
2024-03-19,991,5961
2024-03-20,978,6496
2024-03-21,495,3237
2024-03-22,059,5485
2024-03-25,391,0224
2024-03-26,504,2814
2024-03-27,346,4360
2024-03-28,578,3918
2024-03-29,150,8399
2024-04-01,603,3489
2024-04-02,440,4591
2024-04-03,992,8640
2024-04-04,965,6280
2024-04-05,639,3364
2024-04-08,881,2743
2024-04-09,018,1002
2024-04-10,668,4170
2024-04-11,627,2518
2024-04-12,490,8158
2024-04-15,089,0597
2024-04-16,081,5845
2024-04-17,180,3563
2024-04-18,736,3690
2024-04-19,910,0207
2024-04-22,941,1459
2024-04-23,806,9319
2024-04-24,975,7874
2024-04-25,981,6118
2024-04-26,279,7210
2024-04-29,898,0040
2024-04-30,020,3275
2024-05-01,907,6135
2024-05-02,313,7987
2024-05-03,666,1323
2024-05-06,827,9100
2024-05-07,282,3360
2024-05-08,412,1361
2024-05-09,271,8593
2024-05-10,473,6965
2024-05-13,186,2064
2024-05-14,772,7167
2024-05-15,219,7965
2024-05-16,943,6877
2024-05-17,872,1380
2024-05-20,156,8588
2024-05-21,526,4677
2024-05-22,719,8006
2024-05-23,268,4656
2024-05-24,267,5201
2024-05-27,161,5737
2024-05-28,564,3618
2024-05-29,419,3644
2024-05-30,933,5782
2024-05-31,904,1469
2024-06-03,199,9947
2024-06-04,478,5930
2024-06-05,712,9656
2024-06-06,781,2384
2024-06-07,455,9143
2024-06-10,760,0348
2024-06-11,529,9400
2024-06-12,788,4011
2024-06-13,435,1691
2024-06-14,632,5505
2024-06-17,421,5640
2024-06-18,119,2045
2024-06-19,665,2646
2024-06-20,017,2322
2024-06-21,668,6593
2024-06-24,484,2049
2024-06-25,018,8337
2024-06-26,426,7556
2024-06-27,280,2552
2024-06-28,364,7285
2024-07-01,724,6836
2024-07-02,732,5240
2024-07-03,094,4896
2024-07-04,575,4365
2024-07-05,993,6715
2024-07-08,810,2208
2024-07-09,273,9108
2024-07-10,224,7132
2024-07-11,335,5209
2024-07-12,475,9345
2024-07-15,098,8023
2024-07-16,884,7487
2024-07-17,100,2710
2024-07-18,864,6232
2024-07-19,086,4044
2024-07-22,937,9282
2024-07-23,620,2827
2024-07-24,643,6533
2024-07-25,503,2254
2024-07-26,498,4387
2024-07-29,853,0780
2024-07-30,343,3787
2024-07-31,392,1417
2024-08-01,098,9118
2024-08-02,127,0793
2024-08-05,280,1951
2024-08-06,802,7007
2024-08-07,862,5624
2024-08-08,036,8115
2024-08-09,270,8424
2024-08-12,580,9533
2024-08-13,701,4167
2024-08-14,051,1770
2024-08-15,337,3966
2024-08-16,322,1799
2024-08-19,684,2057
2024-08-20,772,0358
2024-08-21,803,8412
2024-08-22,801,4618
2024-08-23,067,1604
2024-08-26,900,7237
2024-08-27,376,2390
2024-08-28,656,6008
2024-08-29,355,1491
2024-08-30,864,9909
2024-09-02,398,0205
2024-09-03,216,9141
2024-09-04,385,7828
2024-09-05,666,1910
2024-09-06,827,7889
2024-09-09,500,5705
2024-09-10,811,5740
2024-09-11,508,4835
2024-09-12,527,1130
2024-09-13,215,7056
2024-09-16,319,3232
2024-09-17,669,4601
2024-09-18,430,3848
2024-09-19,297,2796
2024-09-20,776,6411
2024-09-23,808,2095
2024-09-24,844,5794
2024-09-25,835,3119
2024-09-26,841,4488
2024-09-27,171,5225
2024-09-30,549,5211
2024-10-01,484,0605
2024-10-02,190,9563
2024-10-03,097,9299
2024-10-04,610,0784
2024-10-07,477,5812
2024-10-08,014,8903
2024-10-09,113,1319
2024-10-10,264,0946
2024-10-11,751,5126
2024-10-14,202,3661
2024-10-15,582,5667
2024-10-16,983,8407
2024-10-17,546,2004
2024-10-18,411,8921
2024-10-21,934,9546
2024-10-22,731,7178
2024-10-23,691,5665
2024-10-24,021,4428
2024-10-25,783,7675
2024-10-28,830,2405
2024-10-29,161,1995
2024-10-30,060,1133
2024-10-31,133,4059
2024-11-01,241,5709
2024-11-04,187,4412
2024-11-05,290,2667
2024-11-06,359,7143
2024-11-07,395,0313
2024-11-08,984,8888
2024-11-11,230,3369
2024-11-12,518,0206
2024-11-13,091,3005
2024-11-14,530,3952
2024-11-15,091,3631
2024-11-18,035,5730
2024-11-19,956,1088
2024-11-20,406,7649
2024-11-21,138,3340
2024-11-22,147,2532
2024-11-25,566,7220
2024-11-26,814,5653
2024-11-27,638,8963
2024-11-28,878,4640
2024-11-29,656,3212
2024-12-02,175,3920
2024-12-03,340,1978
2024-12-04,179,0000
2024-12-05,710,8253
2024-12-06,281,8939
2024-12-09,692,2617
2024-12-10,205,4259
2024-12-11,431,6217
2024-12-12,989,9105
2024-12-13,409,6199
2024-12-16,632,3424
2024-12-17,264,0596
2024-12-18,108,3498
2024-12-19,873,5214
2024-12-20,052,0580
2024-12-23,495,5892
2024-12-24,496,5231
2024-12-25,404,0474
2024-12-26,315,4119
2024-12-27,953,4386
2024-12-30,303,9983
2025-01-06,188,0685
2025-01-07,238,3754
2025-01-08,462,1786
2025-01-09,207,5802
2025-01-10,669,1599
2025-01-13,265,8583
2025-01-14,606,0135
2025-01-15,216,1366
2025-01-16,100,2324
2025-01-17,944,9774
2025-01-20,672,4409
2025-01-21,496,8259
2025-01-22,842,6385
2025-01-23,239,5420
2025-01-24,557,2315
2025-01-27,169,7240
2025-01-28,763,0893
2025-01-29,314,9590
2025-01-30,577,5400
2025-01-31,020,1596
2025-02-03,168,0235
2025-02-04,799,4827
2025-02-05,973,2317
2025-02-06,033,0853
2025-02-07,100,3881
2025-02-10,249,0859
2025-02-11,086,8942
2025-02-12,427,3343
2025-02-13,354,1946
2025-02-14,720,3273
2025-02-17,796,6744
2025-02-18,804,0385
2025-02-19,157,9265
2025-02-20,770,1890
2025-02-21,531,6398
2025-02-24,423,3026
2025-02-25,185,9378
2025-02-26,996,0664
2025-02-27,372,3839
2025-02-28,394,4968
2025-03-03,422,1170
2025-03-04,638,6318
2025-03-05,052,8194
2025-03-06,417,1781
2025-03-07,128,0948
2025-03-10,959,8256
2025-03-11,036,8261
2025-03-12,312,9200
2025-03-13,946,0384
2025-03-14,766,2853
2025-03-17,187,7006
2025-03-18,150,9843
2025-03-19,099,1087
2025-03-20,320,8555
2025-03-21,146,1431
2025-03-24,948,0488
2025-03-25,990,2191
2025-03-26,029,8397
2025-03-27,725,0745
2025-03-28,730,6185
2025-03-31,337,8221
2025-04-01,515,3671
2025-04-02,964,1695
2025-04-03,129,7892
2025-04-04,214,9721
2025-04-07,623,2078
2025-04-08,457,4417
2025-04-09,046,4013
2025-04-10,467,7856
2025-04-11,543,7011
2025-04-14,313,1820
2025-04-15,574,2166
2025-04-16,629,7555
2025-04-17,249,8842
2025-04-18,440,4811
2025-04-21,637,7834
2025-04-22,020,6697
2025-04-23,896,7059
2025-04-24,978,9686
2025-04-25,446,4071
2025-04-28,718,1670
2025-04-29,253,3449
2025-04-30,878,5323
2025-05-01,752,8968
2025-05-02,652,2948
2025-05-05,133,8391
2025-05-06,157,0081
2025-05-07,990,1952
2025-05-08,990,8156
2025-05-09,190,1883
2025-05-12,502,8892
2025-05-13,152,9565
2025-05-14,122,1898
2025-05-15,371,4368
2025-05-16,611,4116
2025-05-19,870,9601
2025-05-20,263,6418
2025-05-21,355,2762
2025-05-22,680,9899
2025-05-23,752,2718
2025-05-26,902,9115
2025-05-27,238,3697
2025-05-28,564,7357
2025-05-29,849,6779
2025-05-30,549,7141
2025-06-02,898,2839
2025-06-03,800,2370
2025-06-04,819,5944
2025-06-05,066,9318
2025-06-06,227,6563
2025-06-09,490,5084
2025-06-10,284,3142
2025-06-11,918,3176
2025-06-12,535,7666
2025-06-13,069,2482
2025-06-16,040,6326
2025-06-17,482,0975
2025-06-18,120,7592
2025-06-19,695,5354
2025-06-20,536,7102
2025-06-23,870,4804
2025-06-24,652,1351
2025-06-25,306,8174
2025-06-26,458,8622
2025-06-27,621,2940
2025-06-30,149,6757
2025-07-01,307,5261
2025-07-02,897,3099
2025-07-03,108,1479
2025-07-04,407,2452
2025-07-07,190,9181
2025-07-08,614,2982
2025-07-09,843,5358
2025-07-10,364,4790
2025-07-11,324,0172
2025-07-14,588,5295
2025-07-15,548,5552
2025-07-16,693,2037
2025-07-17,442,2337
2025-07-18,601,2460
2025-07-21,224,7780
2025-07-22,168,8714
2025-07-23,801,5493
2025-07-24,671,7924
2025-07-25,294,5454
2025-07-28,648,6710
2025-07-29,524,1592
2025-07-30,491,3175
2025-07-31,244,0536
2025-08-01,808,3497
2025-08-04,856,3080
2025-08-05,361,1027
2025-08-06,300,4876
2025-08-07,207,5835
2025-08-08,657,1365
2025-08-11,090,6014
2025-08-12,462,2458
2025-08-13,766,5541
2025-08-14,142,6362
2025-08-15,486,5140
2025-08-18,776,9959
2025-08-19,631,9288
2025-08-20,218,8749
2025-08-21,741,5806
2025-08-22,461,9660
2025-08-25,313,9463
2025-08-26,650,1624
2025-08-27,038,6694
2025-08-28,186,0774
2025-08-29,805,1929
2025-09-01,229,0549
2025-09-02,275,0538
2025-09-03,806,4598
2025-09-04,131,3376
2025-09-05,856,1871
2025-09-08,572,2841
2025-09-09,891,5260
2025-09-10,777,2679
2025-09-11,827,7961
2025-09-12,411,8991
2025-09-15,573,6867
2025-09-16,672,1314
2025-09-17,578,7604
2025-09-18,368,6152
2025-09-19,630,8721
2025-09-22,064,5808
2025-09-23,072,4787
2025-09-24,055,2477
2025-09-25,439,7728
2025-09-26,049,1540
2025-09-29,789,0012
2025-09-30,194,7765
2025-10-01,213,5280
2025-10-02,936,1916
2025-10-03,279,2964
2025-10-06,523,0933
2025-10-07,654,7717
2025-10-08,404,0220
2025-10-09,636,6352
2025-10-10,708,3148
2025-10-13,278,6896
2025-10-14,404,4706
2025-10-15,374,1350
2025-10-16,157,4325
2025-10-17,729,5441
2025-10-20,518,0100
2025-10-21,204,8607
2025-10-22,139,2326
2025-10-23,209,8612
2025-10-24,472,4591
2025-10-27,631,0523
2025-10-28,656,0017
2025-10-29,652,4714
2025-10-30,013,8726
2025-11-03,810,9275
2025-11-04,684,9227
2025-11-05,344,5282
2025-11-06,199,2981
2025-11-07,289,3049
2025-11-10,256,6727
2025-11-11,758,3403
2025-11-12,663,2123
2025-11-13,790,9991
2025-11-14,706,3116
2025-11-17,567,1184
2025-11-18,143,6444
2025-11-19,379,5186
2025-11-20,909,4693
2025-11-21,619,9741
2025-11-24,836,1258
2025-11-25,873,5445
2025-11-26,106,3324
2025-11-27,861,2803
2025-11-28,656,3076
2025-12-01,886,5396
2025-12-02,584,6936
2025-12-03,156,7263
2025-12-04,973,5571
2025-12-05,835,4784
2025-12-08,412,3493
2025-12-09,735,3123
2025-12-10,983,5272
2025-12-11,270,2208
2025-12-12,567,2528
2025-12-15,355,7221
